anonymous_user_id,role_category_x,device_type_x,auth_method,location_type,campus_zone,network_type,service_accessed,success,failure_reason,session_duration,academic_period_x,client_browser,client_os,role_category_y,device_type_y,academic_period_y,avg_key_dwell_time,avg_digraph_time,keystroke_rhythm_variance,typing_speed,pause_frequency,flight_time_consistency,avg_movement_speed,avg_click_duration,direction_change_frequency,curvature_metric
user_e1fd83174a01,research,mobile,2,1,3,2,1,False,,97,regular_term,2,1,graduate,tablet,regular_term,117.34,173.71,51.7,64.41,0.249,0.83,508.57,174.18,0.148,0.219
user_7e0b4852ca46,research,desktop,2,1,0,0,0,True,,39,holiday,0,2,faculty,desktop,holiday,108.25,174.18,38.57,46.27,0.123,0.789,324.26,129.27,0.174,0.478
user_c39e0524ddaf,research,mobile,2,0,0,1,0,True,,93,regular_term,0,0,undergraduate,tablet,regular_term,84.71,160.84,44.13,62.57,0.197,0.91,301.14,125.17,0.116,0.38
user_9e551249f331,graduate,tablet,0,0,1,0,2,True,,118,exam,0,0,graduate,desktop,exam,115.68,240.4,25.11,77.74,0.266,0.93,542.87,175.12,0.244,0.532
user_025070dc3dfa,research,tablet,0,1,4,1,1,True,,95,holiday,1,2,admin,desktop,holiday,112.85,154.57,24.11,80.73,0.298,0.747,369.71,122.55,0.179,0.396
user_3ec0997af77c,graduate,mobile,0,1,3,0,2,True,,9,exam,2,0,admin,mobile,exam,97.51,189.49,49.04,81.95,0.112,0.794,406.34,174.51,0.151,0.589
user_9dad064eb5b4,admin,laptop,0,1,1,2,1,True,,7,regular_term,2,1,faculty,mobile,regular_term,99.71,225.45,38.97,60.99,0.214,0.886,478.42,159.51,0.115,0.592
user_c083f18954c9,undergraduate,mobile,2,1,0,1,2,True,,12,regular_term,0,2,admin,tablet,regular_term,100.41,223.92,58.5,61.81,0.221,0.856,300.64,136.99,0.244,0.541
user_36b8d2851aba,graduate,mobile,1,0,2,0,0,False,,108,exam,1,1,graduate,mobile,exam,89.88,159.92,51.1,48.11,0.207,0.884,382.35,137.97,0.15,0.376
user_78eab59da989,admin,laptop,1,0,2,2,3,True,,95,holiday,0,1,faculty,mobile,holiday,110.86,180.36,21.78,48.18,0.057,0.821,375.86,174.58,0.395,0.429
user_56bf11b7d9b8,faculty,mobile,0,0,3,1,0,True,,12,regular_term,0,1,faculty,laptop,regular_term,96.38,210.69,29.72,82.24,0.194,0.724,592.44,170.61,0.349,0.387
user_052a0f3b378a,research,mobile,0,1,1,0,3,True,,81,regular_term,1,0,admin,desktop,regular_term,113.87,228.84,47.02,86.38,0.145,0.711,416.97,110.48,0.24,0.566
user_0f028612d817,research,tablet,0,1,0,2,0,True,,74,regular_term,1,2,admin,tablet,regular_term,105.69,167.17,51.99,73.58,0.198,0.701,434.97,173.34,0.274,0.368
user_a7622543f127,faculty,desktop,2,1,1,2,3,True,,54,exam,0,2,faculty,laptop,exam,115.13,215.07,44.57,67.4,0.124,0.858,514.81,164.86,0.153,0.211
user_5e5e4e25d3db,admin,desktop,3,1,3,1,0,True,,95,regular_term,2,0,undergraduate,desktop,regular_term,80.81,163.76,54.69,56.21,0.109,0.785,526.13,155.18,0.258,0.551
user_7c3985473205,graduate,laptop,3,0,0,2,1,True,,21,holiday,0,2,admin,laptop,holiday,92.86,201.2,56.71,47.86,0.226,0.71,529.0,175.65,0.13,0.23
user_25dd7a5e9906,research,tablet,1,0,4,1,3,True,,19,exam,0,1,admin,laptop,exam,97.11,238.59,32.89,47.03,0.133,0.899,584.88,149.26,0.171,0.517
user_0f3a641a86b2,admin,tablet,0,1,1,1,0,True,,14,holiday,0,1,admin,tablet,holiday,85.4,160.45,42.6,66.48,0.184,0.866,540.06,146.25,0.13,0.342
user_31d58990a732,research,laptop,3,0,0,0,2,True,,111,regular_term,0,0,graduate,tablet,regular_term,94.55,182.28,37.6,58.46,0.119,0.848,538.66,126.58,0.341,0.31
user_300390ca50ad,graduate,tablet,3,1,3,2,1,True,,60,holiday,1,0,undergraduate,laptop,holiday,112.55,211.19,35.49,84.78,0.219,0.938,327.16,173.72,0.18,0.568
user_122df9fc14db,graduate,mobile,0,1,1,1,3,False,,66,exam,0,1,admin,mobile,exam,113.0,210.96,55.63,71.68,0.123,0.844,342.57,115.73,0.259,0.583
user_9f86b6cfb2db,faculty,mobile,1,0,1,1,3,True,,8,exam,1,0,research,mobile,exam,87.77,197.38,47.41,79.54,0.24,0.874,360.51,125.74,0.205,0.331
user_8c940052fa3f,admin,desktop,2,1,0,1,2,True,,59,exam,0,2,research,tablet,exam,85.3,249.8,49.18,62.65,0.074,0.949,302.77,178.95,0.371,0.564
user_89027dfcaaa0,admin,tablet,2,1,3,2,1,True,,41,regular_term,2,2,admin,laptop,regular_term,106.14,178.2,37.6,50.4,0.267,0.753,402.22,154.16,0.15,0.493
user_aa3c8a33eb50,undergraduate,laptop,0,1,4,2,1,True,,34,holiday,2,1,graduate,laptop,holiday,103.78,177.6,43.11,86.13,0.271,0.897,558.56,172.5,0.382,0.211
user_4a9aa2bc0139,admin,tablet,0,1,0,0,0,True,,107,regular_term,1,1,research,desktop,regular_term,101.14,178.89,31.73,85.5,0.182,0.931,340.06,123.64,0.357,0.255
user_5f29e56b458c,graduate,mobile,2,0,2,1,3,True,,77,holiday,0,2,faculty,desktop,holiday,100.11,208.91,40.67,60.76,0.127,0.766,495.62,132.18,0.266,0.408
user_32a6526049c4,graduate,laptop,3,0,0,1,3,True,,82,holiday,2,1,faculty,mobile,holiday,115.04,165.21,57.61,74.13,0.127,0.762,389.14,123.83,0.233,0.266
user_dbe64426d8b2,faculty,desktop,2,1,2,1,3,True,,15,holiday,1,0,faculty,laptop,holiday,88.7,226.86,47.55,70.64,0.15,0.777,525.31,111.62,0.155,0.498
user_99dc0a35c364,graduate,laptop,3,1,3,1,0,True,,8,holiday,2,1,admin,laptop,holiday,104.32,175.09,33.15,57.27,0.253,0.742,384.45,118.39,0.322,0.402
user_f1db0100ad17,graduate,tablet,3,0,2,2,0,True,,114,exam,2,1,faculty,tablet,exam,82.75,151.02,32.23,81.38,0.249,0.91,432.01,114.28,0.138,0.427
user_b11506bd9cdf,research,mobile,0,0,1,0,2,True,,29,regular_term,1,1,faculty,mobile,regular_term,89.37,246.83,41.07,68.8,0.065,0.732,449.47,138.35,0.165,0.45
user_a0d07a9f0f5e,faculty,desktop,0,1,3,1,0,True,,113,regular_term,1,1,faculty,mobile,regular_term,89.34,249.97,25.4,57.58,0.139,0.809,316.85,130.7,0.195,0.444
user_8e14446dfc6c,undergraduate,laptop,0,1,2,1,2,True,,90,holiday,2,0,faculty,mobile,holiday,112.51,249.77,53.06,86.28,0.128,0.779,310.6,117.05,0.306,0.402
user_7d16bc3ade8b,research,desktop,2,1,3,1,0,True,,10,exam,1,1,graduate,tablet,exam,88.32,200.47,31.65,72.11,0.112,0.916,314.27,117.18,0.257,0.483
user_2ac717f17e9e,admin,mobile,0,0,4,1,2,True,,24,holiday,1,1,graduate,desktop,holiday,109.17,240.89,32.24,89.56,0.283,0.717,499.76,158.67,0.337,0.493
user_7e1cec0a7b41,faculty,desktop,1,1,1,0,2,True,,88,regular_term,0,2,faculty,tablet,regular_term,91.27,195.45,40.08,70.17,0.205,0.832,449.43,131.88,0.233,0.271
user_12d5dc8df837,faculty,laptop,2,0,1,1,1,True,,23,holiday,2,2,undergraduate,mobile,holiday,99.53,195.77,21.47,69.85,0.182,0.934,324.06,124.34,0.282,0.339
user_74f9fe4ae712,admin,tablet,3,0,1,2,0,True,,63,regular_term,0,1,graduate,desktop,regular_term,93.8,216.98,59.56,41.28,0.053,0.904,553.29,175.14,0.173,0.462
user_9d00bff86be1,admin,tablet,0,1,4,1,1,False,,51,exam,0,1,faculty,tablet,exam,119.55,205.38,47.17,48.15,0.211,0.782,498.86,126.3,0.101,0.594
user_ea7c8ffcc24d,graduate,tablet,2,1,0,1,2,True,,85,regular_term,1,1,graduate,mobile,regular_term,84.75,164.89,44.04,77.28,0.299,0.852,467.57,142.26,0.166,0.538
user_2f1beeaf1930,graduate,tablet,2,0,0,2,0,True,,34,holiday,0,0,admin,laptop,holiday,101.95,227.94,32.5,50.3,0.224,0.79,552.98,151.45,0.3,0.301
user_ee9fc821bcb2,faculty,desktop,3,0,0,0,0,True,,56,holiday,2,0,research,mobile,holiday,106.71,156.14,26.4,46.07,0.163,0.861,583.05,164.21,0.109,0.422
user_a0ea2cd21eb5,undergraduate,tablet,2,0,3,0,1,True,,96,regular_term,0,0,faculty,mobile,regular_term,115.88,175.6,54.72,87.42,0.101,0.787,379.7,175.52,0.356,0.433
user_390db89e90a4,research,mobile,1,0,1,1,2,True,,83,exam,2,0,graduate,desktop,exam,97.98,223.23,38.07,75.28,0.272,0.849,342.11,179.95,0.182,0.46
user_db8a1bbdead7,faculty,desktop,1,0,4,0,3,True,,90,holiday,1,2,graduate,desktop,holiday,84.58,156.28,31.12,54.72,0.234,0.818,555.38,116.62,0.19,0.474
user_fce24155847d,faculty,desktop,1,0,1,1,2,True,,120,holiday,1,0,faculty,desktop,holiday,87.81,186.37,38.6,58.56,0.181,0.73,422.66,170.31,0.389,0.452
user_4039dd8315db,undergraduate,desktop,1,0,0,2,3,True,,78,holiday,0,2,graduate,laptop,holiday,113.0,235.42,48.96,88.57,0.199,0.852,399.23,108.07,0.146,0.229
user_55ac8ea78a64,admin,desktop,1,1,2,1,2,True,,22,regular_term,1,1,research,desktop,regular_term,111.96,189.25,52.1,48.79,0.146,0.913,405.6,155.81,0.103,0.309
user_7832864ce870,undergraduate,tablet,0,0,4,2,0,True,,73,holiday,0,1,research,laptop,holiday,94.48,170.76,34.53,59.62,0.099,0.907,539.81,179.35,0.372,0.312
user_68daa5ea6f8d,admin,laptop,0,1,2,2,2,True,,59,regular_term,0,2,graduate,tablet,regular_term,115.17,238.73,21.63,76.09,0.291,0.774,566.1,158.63,0.352,0.375
user_200dfd8349b6,undergraduate,tablet,1,0,1,1,3,False,,77,holiday,2,0,undergraduate,desktop,holiday,110.67,150.14,31.02,54.08,0.135,0.708,536.54,143.73,0.379,0.449
user_5cbdae923f99,faculty,tablet,0,0,1,0,3,True,,38,holiday,0,1,research,laptop,holiday,99.26,227.73,49.73,87.72,0.193,0.794,512.24,129.63,0.218,0.599
user_c3fd928e1011,faculty,laptop,0,1,4,0,1,False,,41,holiday,1,0,admin,desktop,holiday,113.32,233.23,56.4,87.82,0.117,0.725,543.83,131.86,0.226,0.492
user_920ba042b6ee,graduate,desktop,0,1,3,1,2,True,,107,regular_term,1,0,undergraduate,desktop,regular_term,88.68,185.21,31.01,61.17,0.249,0.753,511.24,174.37,0.139,0.255
user_16f378351a17,admin,tablet,3,1,2,1,1,True,,112,regular_term,2,2,research,mobile,regular_term,106.48,167.36,27.84,50.71,0.076,0.801,551.25,160.53,0.27,0.585
user_5cf2afa81c8a,research,laptop,1,0,3,1,0,True,,99,exam,0,2,faculty,mobile,exam,84.47,171.18,56.9,69.85,0.2,0.804,407.05,145.41,0.298,0.323
user_4c8792f553c7,research,mobile,3,1,3,0,2,True,,48,holiday,1,2,research,laptop,holiday,103.86,169.98,47.72,83.73,0.176,0.714,458.37,144.85,0.319,0.243
user_f073f8c9e092,research,laptop,1,0,3,0,0,True,,55,holiday,0,1,undergraduate,tablet,holiday,93.24,166.31,50.56,74.14,0.237,0.709,348.83,160.55,0.282,0.489
user_07dea4eaa399,admin,desktop,2,0,0,2,1,True,,117,exam,1,2,admin,mobile,exam,107.77,156.47,21.29,66.83,0.107,0.93,532.32,108.13,0.118,0.236
user_4f7be05ef0b7,admin,laptop,1,0,0,1,3,True,,105,holiday,0,0,admin,tablet,holiday,80.35,191.1,37.79,63.27,0.155,0.907,467.79,164.46,0.269,0.549
user_3d90bb80af05,research,tablet,0,1,3,0,2,True,,115,regular_term,2,0,admin,tablet,regular_term,114.18,208.16,36.76,51.94,0.216,0.853,319.34,124.25,0.174,0.502
user_96133b6127d2,graduate,tablet,0,1,3,2,0,False,,23,exam,1,0,admin,desktop,exam,107.85,237.23,20.66,46.09,0.265,0.797,459.06,165.5,0.305,0.476
user_0769656ff223,graduate,tablet,0,0,1,1,2,True,,45,exam,1,0,undergraduate,desktop,exam,92.75,169.18,32.98,73.74,0.247,0.748,467.14,141.18,0.34,0.242
user_829db858c6e7,research,mobile,0,1,0,1,1,False,,106,exam,1,2,undergraduate,tablet,exam,113.93,164.16,34.09,81.12,0.196,0.765,337.36,161.18,0.152,0.422
user_df5163a7dfca,admin,desktop,1,1,2,0,2,False,,53,regular_term,0,1,research,tablet,regular_term,94.39,165.51,31.94,56.78,0.054,0.764,458.43,110.26,0.22,0.403
user_d6212faead91,graduate,laptop,0,1,1,1,0,True,,6,holiday,1,2,graduate,laptop,holiday,92.03,202.98,33.78,76.72,0.052,0.919,365.73,133.97,0.364,0.566
user_fb3218a06e69,graduate,desktop,3,0,4,2,0,True,,83,holiday,1,1,faculty,laptop,holiday,103.61,184.33,57.43,66.3,0.29,0.863,338.32,108.05,0.229,0.586
user_5bf1585e6df7,faculty,desktop,0,0,3,0,0,True,,32,holiday,0,2,graduate,laptop,holiday,97.09,214.34,47.23,60.99,0.052,0.913,494.51,109.43,0.38,0.423
user_d48919edee05,admin,mobile,0,1,0,2,1,True,,85,regular_term,2,0,research,laptop,regular_term,114.84,214.58,49.18,54.23,0.192,0.869,415.98,117.66,0.167,0.269
user_a6e36a865090,research,mobile,3,0,0,0,1,True,,113,regular_term,2,1,research,tablet,regular_term,113.03,200.05,54.31,51.17,0.24,0.859,316.35,119.55,0.215,0.228
user_1bfd27c459df,graduate,tablet,3,1,1,2,0,True,,38,exam,0,0,research,tablet,exam,116.69,204.81,36.48,82.65,0.104,0.825,394.11,152.24,0.127,0.511
user_589ca2d90119,research,desktop,1,0,3,1,2,True,,58,holiday,2,0,undergraduate,tablet,holiday,114.04,173.02,42.02,41.16,0.111,0.823,461.04,164.01,0.254,0.303
user_927bc3d2f5c7,faculty,desktop,3,1,2,0,3,False,,103,regular_term,1,0,faculty,tablet,regular_term,92.62,165.83,31.23,52.63,0.237,0.733,415.92,149.25,0.209,0.513
user_8c1a22720301,undergraduate,desktop,3,1,4,1,3,False,,46,regular_term,2,0,admin,tablet,regular_term,92.08,158.46,53.77,66.35,0.171,0.779,515.17,132.48,0.373,0.379
user_94c9efbca187,faculty,tablet,0,0,3,2,0,True,,120,holiday,1,1,undergraduate,tablet,holiday,92.54,247.59,39.92,51.88,0.271,0.706,592.99,112.4,0.115,0.592
user_58883972a546,research,tablet,1,1,2,1,3,True,,18,exam,0,2,faculty,laptop,exam,81.01,243.36,31.46,58.41,0.119,0.881,584.82,166.53,0.27,0.328
user_1a046d1a0bb7,research,desktop,2,1,0,1,3,True,,39,exam,0,0,graduate,desktop,exam,86.96,203.55,30.19,52.09,0.154,0.832,472.64,143.21,0.16,0.381
user_bc3307d8416d,research,mobile,1,1,3,0,0,True,,51,regular_term,1,2,graduate,mobile,regular_term,90.37,198.09,51.49,67.98,0.166,0.895,491.62,105.41,0.359,0.598
user_e902bd58e1d1,graduate,mobile,0,0,4,0,1,True,,103,regular_term,1,2,faculty,mobile,regular_term,93.84,248.01,46.4,81.1,0.171,0.717,529.07,176.0,0.391,0.496
user_a342826a018b,undergraduate,tablet,3,1,0,1,2,True,,11,exam,0,2,undergraduate,desktop,exam,106.99,194.42,50.12,85.64,0.25,0.846,561.12,168.36,0.284,0.289
user_076e012567da,research,tablet,3,0,0,2,0,True,,7,regular_term,1,2,graduate,desktop,regular_term,99.88,241.48,28.22,61.63,0.115,0.813,353.28,101.99,0.242,0.587
user_edfb62f373bd,graduate,laptop,0,1,2,0,1,True,,66,holiday,0,1,undergraduate,mobile,holiday,110.26,195.36,32.97,71.86,0.091,0.805,583.1,114.99,0.306,0.27
user_6eca2ee841e7,undergraduate,laptop,1,0,1,2,1,True,,96,regular_term,2,2,undergraduate,tablet,regular_term,118.78,217.44,48.05,40.55,0.274,0.933,454.63,162.62,0.121,0.459
user_e47bfbf22028,admin,mobile,3,0,0,0,0,True,,26,holiday,0,1,undergraduate,desktop,holiday,110.61,189.88,24.83,87.38,0.262,0.767,449.98,154.6,0.183,0.421
user_5dcdc05a8a35,faculty,laptop,3,1,0,2,2,True,,29,exam,0,2,undergraduate,mobile,exam,98.69,249.07,36.45,74.06,0.235,0.949,581.65,121.78,0.187,0.27
user_ae7e52ef832e,undergraduate,mobile,1,0,4,2,0,True,,112,holiday,2,2,graduate,mobile,holiday,115.68,207.07,21.52,88.07,0.291,0.809,454.82,124.25,0.125,0.52
user_d64fd86305cf,faculty,desktop,0,1,4,1,1,True,,47,regular_term,1,1,admin,mobile,regular_term,114.02,171.74,57.7,79.77,0.237,0.892,389.2,156.71,0.212,0.457
user_8988a7b35e92,graduate,laptop,3,1,0,2,2,True,,62,exam,1,2,undergraduate,desktop,exam,105.17,177.75,53.63,64.9,0.07,0.791,485.47,164.51,0.275,0.211
user_73b334d27262,undergraduate,tablet,0,1,2,0,2,True,,59,exam,2,1,research,desktop,exam,102.73,164.74,29.39,53.18,0.224,0.945,413.35,151.81,0.198,0.405
user_1f904e2df563,undergraduate,laptop,2,0,3,2,2,True,,25,regular_term,1,0,undergraduate,tablet,regular_term,90.65,245.26,33.93,62.25,0.189,0.945,476.53,112.53,0.366,0.238
user_9f6a36c263e9,undergraduate,laptop,3,1,3,2,3,True,,119,holiday,0,2,admin,desktop,holiday,117.38,229.17,59.15,64.41,0.148,0.886,318.99,159.92,0.275,0.342
user_ea62c211b30e,faculty,desktop,0,0,3,0,1,True,,92,exam,0,1,undergraduate,tablet,exam,92.53,189.52,29.54,74.32,0.18,0.902,416.78,156.45,0.166,0.58
user_4e9ad10e9322,graduate,desktop,3,1,2,1,0,True,,31,exam,2,2,faculty,laptop,exam,89.42,235.85,43.99,64.95,0.185,0.918,485.8,130.52,0.243,0.394
user_2242a7831465,faculty,desktop,3,1,1,1,1,True,,46,holiday,2,1,faculty,laptop,holiday,106.1,155.32,59.11,85.62,0.125,0.935,495.46,160.53,0.32,0.54
user_e296654c6dcb,faculty,laptop,3,0,1,0,0,True,,17,regular_term,1,1,graduate,tablet,regular_term,91.53,154.68,34.64,83.9,0.179,0.907,463.34,124.16,0.181,0.532
user_ec1c2542e471,undergraduate,mobile,1,0,2,2,0,True,,21,regular_term,1,1,graduate,desktop,regular_term,89.48,178.89,42.13,51.57,0.249,0.793,403.26,132.84,0.265,0.247
user_23b8ed7ed1c8,faculty,tablet,2,0,3,2,2,True,,107,holiday,1,2,faculty,tablet,holiday,113.77,182.89,21.91,58.55,0.082,0.909,566.06,130.32,0.251,0.437
user_409f5fca5b06,research,tablet,2,0,3,1,2,False,,115,exam,1,2,faculty,tablet,exam,106.55,192.84,48.23,82.59,0.211,0.884,590.17,106.51,0.155,0.341
user_e639a76e2b9f,undergraduate,mobile,0,1,1,1,1,True,,70,exam,1,1,undergraduate,laptop,exam,104.66,168.63,20.28,66.54,0.24,0.879,460.92,155.87,0.244,0.509
user_ddb4bc816aec,undergraduate,tablet,1,1,4,2,1,True,,21,holiday,1,2,admin,desktop,holiday,82.65,247.19,50.56,71.84,0.077,0.829,509.06,122.5,0.11,0.533
user_e734798478cb,admin,laptop,2,0,2,2,1,True,,119,regular_term,2,2,faculty,mobile,regular_term,108.07,241.07,58.11,43.27,0.14,0.825,482.82,118.63,0.119,0.537
user_59333bd35cfa,undergraduate,laptop,0,0,1,1,3,True,,100,holiday,2,1,graduate,tablet,holiday,98.65,194.23,43.46,50.36,0.295,0.856,538.82,110.1,0.203,0.536
user_d0b4744492ee,graduate,laptop,2,0,3,2,1,True,,28,regular_term,2,1,graduate,desktop,regular_term,117.06,190.45,28.04,76.19,0.256,0.722,355.24,140.14,0.357,0.212
user_620869295121,graduate,desktop,1,1,0,2,3,True,,25,regular_term,2,2,faculty,desktop,regular_term,112.76,215.97,37.91,65.87,0.235,0.74,441.61,105.02,0.164,0.474
user_109a78779267,research,tablet,2,1,3,1,3,True,,96,exam,1,1,research,tablet,exam,92.75,206.12,43.17,63.42,0.135,0.894,335.53,101.03,0.306,0.591
user_62486601c817,faculty,mobile,0,0,3,0,0,True,,23,exam,1,0,undergraduate,tablet,exam,109.8,206.73,36.36,59.12,0.267,0.807,331.35,103.49,0.303,0.389
user_d92410802409,admin,mobile,1,0,1,0,2,True,,16,holiday,0,0,graduate,laptop,holiday,106.78,194.12,22.14,49.32,0.246,0.805,538.3,159.12,0.259,0.476
user_d7ee0af333da,admin,laptop,0,0,0,0,3,False,,21,exam,2,0,undergraduate,desktop,exam,86.81,176.22,42.48,53.05,0.058,0.764,363.79,112.88,0.154,0.303
user_cd67bbb85585,faculty,mobile,3,0,3,2,3,True,,6,exam,2,0,faculty,laptop,exam,89.03,217.1,23.61,88.85,0.215,0.931,384.05,169.58,0.111,0.218
user_5ced15144f6d,faculty,tablet,0,1,4,2,2,True,,72,regular_term,0,2,faculty,mobile,regular_term,85.81,238.69,30.77,72.4,0.07,0.892,340.37,122.64,0.34,0.58
user_bcbd00543e95,graduate,laptop,3,1,0,1,0,False,,97,holiday,2,1,graduate,tablet,holiday,89.46,193.57,54.64,43.93,0.275,0.905,407.89,122.11,0.156,0.385
user_f3e103ff29ee,graduate,mobile,0,0,4,2,1,True,,73,holiday,1,0,admin,tablet,holiday,101.56,153.24,29.09,43.51,0.136,0.718,374.17,144.06,0.197,0.279
user_01b0e7506ef6,faculty,tablet,0,0,4,1,1,True,,117,regular_term,0,1,graduate,tablet,regular_term,85.64,158.2,33.81,84.04,0.1,0.724,310.16,129.89,0.147,0.58
user_21b8d68cc9f8,faculty,mobile,2,0,0,2,2,True,,86,regular_term,1,1,admin,laptop,regular_term,118.5,223.9,22.44,84.99,0.085,0.751,361.03,130.71,0.343,0.347
user_efbeed340aaf,admin,tablet,0,0,3,2,2,True,,81,exam,0,0,graduate,laptop,exam,112.27,210.04,27.15,50.94,0.186,0.91,579.21,174.0,0.246,0.367
user_14014ab58fb7,admin,desktop,1,0,4,1,1,True,,30,regular_term,2,2,faculty,mobile,regular_term,112.26,242.44,46.91,82.14,0.152,0.758,367.25,109.88,0.151,0.203
user_5cdbedb9cc0f,faculty,tablet,0,0,0,1,1,True,,18,regular_term,2,0,undergraduate,tablet,regular_term,108.0,182.03,32.98,57.5,0.056,0.784,496.97,100.9,0.243,0.41
user_52777c3251e8,admin,mobile,3,1,2,1,3,True,,48,holiday,0,1,faculty,tablet,holiday,83.4,221.5,30.44,88.54,0.115,0.769,535.45,140.54,0.18,0.287
user_e5ca58389fac,research,mobile,1,1,1,2,3,True,,59,regular_term,1,2,research,laptop,regular_term,112.18,186.64,43.33,48.86,0.11,0.821,531.99,164.86,0.294,0.423
user_755c1c32bae4,undergraduate,mobile,2,0,2,0,1,True,,82,exam,2,0,undergraduate,mobile,exam,103.0,214.0,42.88,43.43,0.086,0.752,597.63,113.15,0.313,0.227
user_7cd26821edef,admin,tablet,2,1,4,1,1,True,,100,exam,2,1,undergraduate,tablet,exam,106.9,204.75,41.68,54.75,0.086,0.738,355.8,104.51,0.126,0.527
user_3d65f7d965e2,faculty,laptop,1,0,0,1,0,True,,56,exam,2,0,admin,tablet,exam,98.89,179.59,38.2,57.55,0.15,0.816,393.01,141.14,0.398,0.57
user_48c69abf08d3,admin,tablet,0,1,1,1,3,True,,22,holiday,0,2,admin,desktop,holiday,102.21,177.66,57.25,65.06,0.075,0.931,515.77,133.09,0.303,0.471
user_a3f182151d3b,faculty,tablet,0,1,2,0,2,False,,42,holiday,0,2,graduate,laptop,holiday,108.56,185.06,35.02,74.12,0.254,0.923,334.41,168.99,0.175,0.463
user_000eb8732895,graduate,tablet,3,0,3,1,3,True,,41,regular_term,0,1,undergraduate,tablet,regular_term,91.13,234.56,21.94,88.78,0.188,0.785,379.81,114.32,0.189,0.329
user_fd98f016dce7,undergraduate,laptop,1,0,3,2,2,True,,13,regular_term,1,1,faculty,laptop,regular_term,85.56,177.54,49.85,73.04,0.126,0.785,385.29,114.35,0.305,0.365
user_42cbf5eec637,undergraduate,mobile,3,0,3,2,0,True,,59,holiday,1,1,faculty,mobile,holiday,89.5,169.45,59.46,72.27,0.231,0.754,318.2,175.01,0.156,0.288
user_a56e04eaa18e,undergraduate,desktop,0,1,4,2,3,True,,22,holiday,1,1,admin,tablet,holiday,101.45,201.51,47.51,63.43,0.169,0.726,312.22,156.05,0.179,0.41
user_2125ce59f5de,admin,tablet,2,0,2,2,3,True,,31,exam,2,1,graduate,desktop,exam,88.48,196.22,38.9,69.3,0.079,0.844,321.57,140.09,0.347,0.457
user_c2d1c23cc186,graduate,mobile,1,1,2,2,2,True,,86,exam,1,2,faculty,laptop,exam,99.19,170.52,22.97,53.43,0.198,0.719,439.61,150.89,0.329,0.552
user_9ef012b070a9,admin,laptop,0,1,3,1,1,True,,75,regular_term,0,2,faculty,laptop,regular_term,118.96,211.74,36.74,77.42,0.121,0.861,344.49,169.5,0.118,0.393
user_41c6e0378183,undergraduate,tablet,2,0,1,2,1,True,,8,holiday,2,2,admin,tablet,holiday,103.97,227.68,40.92,61.29,0.123,0.795,379.77,153.89,0.143,0.303
user_844ee54547a3,graduate,laptop,3,0,3,0,1,True,,20,holiday,1,0,faculty,laptop,holiday,112.9,165.9,43.09,79.24,0.238,0.758,448.94,140.4,0.116,0.335
user_1f2287f3c1c1,graduate,tablet,2,1,4,2,3,True,,115,exam,1,0,faculty,mobile,exam,103.36,214.52,58.15,57.16,0.216,0.88,347.1,101.4,0.35,0.412
user_576ed4b7f932,research,tablet,0,0,0,2,1,True,,6,holiday,0,2,admin,laptop,holiday,117.38,170.54,59.19,65.81,0.196,0.887,529.06,167.99,0.103,0.48
user_1a05fba48006,faculty,tablet,2,1,2,2,3,True,,58,regular_term,0,1,research,mobile,regular_term,117.29,196.33,31.28,64.4,0.212,0.785,428.87,103.92,0.231,0.306
user_d95fc60a11eb,undergraduate,mobile,0,0,1,2,0,True,,68,holiday,1,1,faculty,mobile,holiday,81.45,230.09,51.77,55.44,0.264,0.929,450.4,168.97,0.344,0.347
user_71be05a0a686,graduate,tablet,1,1,4,1,1,True,,94,regular_term,2,2,graduate,desktop,regular_term,85.1,239.81,35.43,75.94,0.089,0.939,422.19,151.62,0.332,0.558
user_510f76c1599a,faculty,laptop,0,0,4,2,3,True,,60,holiday,1,2,graduate,tablet,holiday,95.6,237.47,44.09,78.34,0.219,0.808,453.57,169.47,0.332,0.304
user_b4d8eed8f9d1,undergraduate,desktop,3,0,2,2,2,True,,69,regular_term,2,2,admin,desktop,regular_term,105.04,206.67,32.43,75.62,0.286,0.701,465.67,153.62,0.344,0.408
user_87e34fa11fe4,undergraduate,desktop,1,0,4,1,0,True,,100,holiday,0,2,graduate,tablet,holiday,85.8,168.28,46.08,71.03,0.083,0.775,584.65,144.25,0.296,0.301
user_636160945287,admin,tablet,0,0,1,1,2,True,,40,regular_term,2,0,undergraduate,tablet,regular_term,100.51,248.06,28.16,45.33,0.107,0.813,425.36,124.96,0.275,0.252
user_aedd40330e13,admin,laptop,2,1,2,0,3,False,,78,exam,0,0,graduate,desktop,exam,86.04,239.28,53.69,85.15,0.22,0.851,492.89,113.58,0.374,0.233
user_550df82d9652,undergraduate,desktop,2,1,1,2,2,True,,60,holiday,1,2,faculty,mobile,holiday,95.42,188.89,22.11,42.57,0.292,0.819,353.8,116.62,0.307,0.453
user_3bccea6697d5,undergraduate,tablet,2,1,1,2,2,True,,73,regular_term,1,0,undergraduate,mobile,regular_term,114.88,156.66,37.14,89.13,0.298,0.807,443.23,141.59,0.393,0.304
user_1368e9f48ace,undergraduate,laptop,1,1,2,2,2,True,,77,holiday,0,1,research,mobile,holiday,82.65,227.65,55.79,43.41,0.058,0.943,328.05,164.77,0.144,0.385
